name,members,addresses
JWJGTCAT4111.CSCINFO.COM-443-POOL, QKTJWDMRGPXI001.WIL.CSC.LOCAL:443, QKTJWDMRGPXI002.WIL.CSC.LOCAL:443, 10.85.176.14%1, 10.85.176.15%1
JWTOMTSTB4.CSCINFO.COM-443-POOL, JWTOMTSTB4001.WIL.CSC.LOCAL:443, JWTOMTSTB4002.WIL.CSC.LOCAL:443, 10.85.176.12%1, 10.85.176.13%1
TESTVIPF.CSCINFO.COM-18080-POOL, DJGSCCMCDFPP001.WIL.CSC.LOCAL:18080, DJGSCCMCDFPP002.WIL.CSC.LOCAL:18080, 10.85.176.6%1, 10.85.176.7%1
TESTVIPFM.CSCINFO.COM-18080-POOL, WZVZUGJKRTWH001.WIL.CSC.LOCAL:18080, WZVZUGJKRTWH002.WIL.CSC.LOCAL:18080, 10.85.176.4%1, 10.85.176.5%1
JWJGTCAT4111.CSCINFO.COM-443-POOL, "QKTJWDMRGPXI001.WIL.CSC.LOCAL:443, QKTJWDMRGPXI002.WIL.CSC.LOCAL:443", 10.85.176.14%1, 10.85.176.15%1
JWTOMTSTB4.CSCINFO.COM-443-POOL, "JWTOMTSTB4001.WIL.CSC.LOCAL:443, JWTOMTSTB4002.WIL.CSC.LOCAL:443", 10.85.176.12%1, 10.85.176.13%1
TESTVIPF.CSCINFO.COM-18080-POOL, "DJGSCCMCDFPP001.WIL.CSC.LOCAL:18080, DJGSCCMCDFPP002.WIL.CSC.LOCAL:18080", 10.85.176.6%1, 10.85.176.7%1
TESTVIPFM.CSCINFO.COM-18080-POOL, "WZVZUGJKRTWH001.WIL.CSC.LOCAL:18080, WZVZUGJKRTWH002.WIL.CSC.LOCAL:18080", 10.85.176.4%1, 10.85.176.5%1
